Clear,Cloudy,DayFrame,DayOfWeek,FUNC_CLASS,Foggy,Grid_Num,Hour,Join_Count,NBR_LANES,Rain,RainBefore,Snow,TY_TERRAIN,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex
0,1,2,0,11.0,0,4,8,38,4.0,0,0,0,2.0,1579525200,1,0.47,14.92,0.7,0.001,23.26,6.66,10.0,0
1,0,3,0,11.0,0,4,12,38,4.0,0,0,0,2.0,1579539600,1,0.3,16.21,0.58,0.0,29.11,7.79,10.0,2
1,0,4,0,11.0,0,4,16,38,4.0,0,0,0,2.0,1579554000,1,0.25,16.82,0.49,0.0007,34.05,8.08,10.0,1
0,1,1,0,11.0,0,4,20,38,4.0,0,0,0,2.0,1579568400,1,0.42,14.05,0.58,0.0006,27.01,7.61,10.0,0
1,0,1,0,11.0,0,4,23,38,4.0,0,0,0,2.0,1579579200,1,0.18,12.98,0.59,0.0002,25.35,7.37,10.0,0
1,0,1,0,16.0,0,5,0,11,2.0,0,0,0,2.0,1579496400,1,0.0,13.64,0.57,0.0,26.8,9.12,10.0,0
1,0,1,0,16.0,0,5,4,11,2.0,0,0,0,2.0,1579510800,1,0.04,14.45,0.66,0.0,24.34,6.67,10.0,0
0,1,2,0,16.0,0,5,8,11,2.0,0,0,0,2.0,1579525200,1,0.47,14.56,0.69,0.001,23.35,6.69,10.0,0
1,0,3,0,16.0,0,5,12,11,2.0,0,0,0,2.0,1579539600,1,0.3,16.08,0.57,0.0,29.64,7.86,10.0,2
1,0,4,0,16.0,0,5,16,11,2.0,0,0,0,2.0,1579554000,1,0.25,16.66,0.48,0.0007,34.54,8.13,10.0,1
0,1,1,0,16.0,0,5,20,11,2.0,0,0,0,2.0,1579568400,1,0.42,14.15,0.57,0.0006,27.44,7.65,10.0,0
1,0,1,0,16.0,0,5,23,11,2.0,0,0,0,2.0,1579579200,1,0.18,13.06,0.58,0.0002,25.66,7.41,10.0,0
1,0,1,0,19.0,0,6,0,14,1.0,0,0,0,3.0,1579496400,1,0.0,13.61,0.57,0.0,26.86,9.15,10.0,0
1,0,1,0,19.0,0,6,4,14,1.0,0,0,0,3.0,1579510800,1,0.04,14.46,0.65,0.0,24.39,6.68,10.0,0
0,1,2,0,19.0,0,6,8,14,1.0,0,0,0,3.0,1579525200,1,0.48,14.54,0.68,0.0009,23.42,6.7,10.0,0
1,0,3,0,19.0,0,6,12,14,1.0,0,0,0,3.0,1579539600,1,0.3,16.09,0.56,0.0,29.73,7.88,10.0,2
1,0,4,0,19.0,0,6,16,14,1.0,0,0,0,3.0,1579554000,1,0.26,16.65,0.47,0.0007,34.64,8.16,10.0,1
0,1,1,0,19.0,0,6,20,14,1.0,0,0,0,3.0,1579568400,1,0.43,14.17,0.57,0.0006,27.56,7.69,10.0,0
1,0,1,0,19.0,0,6,23,14,1.0,0,0,0,3.0,1579579200,1,0.18,13.1,0.58,0.0002,25.75,7.45,10.0,0
1,0,1,0,19.0,0,7,0,0,2.0,0,0,0,2.0,1579496400,1,0.0,11.5,0.56,0.0,25.08,9.17,10.0,0
1,0,1,0,19.0,0,7,4,0,2.0,0,0,0,2.0,1579510800,1,0.04,13.12,0.66,0.0,22.83,6.69,10.0,0
0,1,2,0,19.0,0,7,8,0,2.0,0,0,0,2.0,1579525200,1,0.49,13.58,0.7,0.001,21.86,6.79,10.0,0
1,0,3,0,19.0,0,7,12,0,2.0,0,0,0,2.0,1579539600,1,0.3,13.95,0.59,0.0,26.24,8.03,10.0,2
1,0,4,0,19.0,0,7,16,0,2.0,0,0,0,2.0,1579554000,1,0.27,13.5,0.5,0.0007,29.75,8.28,10.0,1
0,1,1,0,19.0,0,7,20,0,2.0,0,0,0,2.0,1579568400,1,0.45,12.21,0.61,0.0006,23.75,7.81,10.0,0
1,0,1,0,19.0,0,7,23,0,2.0,0,0,0,2.0,1579579200,1,0.19,10.43,0.6,0.0002,22.3,7.57,10.0,0
1,0,1,0,19.0,0,8,0,3,2.0,0,0,0,2.0,1579496400,1,0.0,10.95,0.56,0.0,24.55,9.19,10.0,0
1,0,1,0,19.0,0,8,4,3,2.0,0,0,0,2.0,1579510800,1,0.05,12.72,0.66,0.0,22.33,6.7,10.0,0
0,1,2,0,19.0,0,8,8,3,2.0,0,0,0,2.0,1579525200,1,0.49,13.32,0.7,0.001,21.58,6.8,10.0,0
1,0,3,0,19.0,0,8,12,3,2.0,0,0,0,2.0,1579539600,1,0.3,13.4,0.59,0.0,25.65,8.05,10.0,2
1,0,4,0,19.0,0,8,16,3,2.0,0,0,0,2.0,1579554000,1,0.28,12.84,0.5,0.0006,28.98,8.3,10.0,1
0,1,1,0,19.0,0,8,20,3,2.0,0,0,0,2.0,1579568400,1,0.45,11.9,0.61,0.0006,23.37,7.85,10.0,0
1,0,1,0,19.0,0,8,23,3,2.0,0,0,0,2.0,1579579200,1,0.19,10.09,0.6,0.0002,21.92,7.6,10.0,0
1,0,1,0,17.0,0,9,0,5,2.0,0,0,0,3.0,1579496400,1,0.0,11.58,0.56,0.0,25.24,9.19,10.0,0
1,0,1,0,17.0,0,9,4,5,2.0,0,0,0,3.0,1579510800,1,0.04,13.15,0.66,0.0,22.94,6.71,10.0,0
0,1,2,0,17.0,0,9,8,5,2.0,0,0,0,3.0,1579525200,1,0.5,13.67,0.7,0.001,22.01,6.84,10.0,0
1,0,3,0,17.0,0,9,12,5,2.0,0,0,0,3.0,1579539600,1,0.3,14.07,0.59,0.0,26.4,8.12,10.0,2
1,0,4,0,17.0,0,9,16,5,2.0,0,0,0,3.0,1579554000,1,0.28,13.6,0.5,0.0006,29.97,8.35,10.0,1
0,1,1,0,17.0,0,9,20,5,2.0,0,0,0,3.0,1579568400,1,0.46,12.32,0.61,0.0006,23.98,7.89,10.0,0
1,0,1,0,17.0,0,9,23,5,2.0,0,0,0,3.0,1579579200,1,0.19,10.57,0.6,0.0002,22.5,7.64,10.0,0
1,0,1,0,16.0,0,10,0,30,2.0,0,0,0,3.0,1579496400,1,0.0,12.45,0.56,0.0,26.13,9.21,10.0,0
1,0,1,0,16.0,0,10,4,30,2.0,0,0,0,3.0,1579510800,1,0.05,13.8,0.65,0.0,23.74,6.72,10.0,0
0,1,2,0,16.0,0,10,8,30,2.0,0,0,0,3.0,1579525200,1,0.5,14.36,0.7,0.001,22.82,6.85,10.0,0
1,0,3,0,16.0,0,10,12,30,2.0,0,0,0,3.0,1579539600,1,0.3,14.89,0.59,0.0,27.3,8.14,10.0,2
1,0,4,0,16.0,0,10,16,30,2.0,0,0,0,3.0,1579554000,1,0.29,14.82,0.49,0.0006,31.68,8.37,10.0,1
0,1,1,0,16.0,0,10,20,30,2.0,0,0,0,3.0,1579568400,1,0.47,13.5,0.6,0.0006,25.51,7.93,10.0,0
1,0,1,0,16.0,0,10,23,30,2.0,0,0,0,3.0,1579579200,1,0.2,11.95,0.59,0.0002,24.07,7.68,10.0,0
1,0,1,0,19.0,0,11,0,6,2.0,0,0,0,2.0,1579496400,1,0.0,13.67,0.56,0.0,27.1,9.22,10.0,0
1,0,1,0,19.0,0,11,4,6,2.0,0,0,0,2.0,1579510800,1,0.05,14.81,0.66,0.0,24.52,6.72,10.0,0
0,1,2,0,19.0,0,11,8,6,2.0,0,0,0,2.0,1579525200,1,0.5,15.19,0.7,0.001,23.66,6.88,10.0,0
1,0,3,0,19.0,0,11,12,6,2.0,0,0,0,2.0,1579539600,1,0.3,16.18,0.58,0.0,29.16,8.2,10.0,2
1,0,4,0,19.0,0,11,16,6,2.0,0,0,0,2.0,1579554000,1,0.29,16.69,0.48,0.0006,34.29,8.43,10.0,1
0,1,1,0,19.0,0,11,20,6,2.0,0,0,0,2.0,1579568400,1,0.47,13.97,0.56,0.0006,27.46,7.97,10.0,0
1,0,1,0,19.0,0,11,23,6,2.0,0,0,0,2.0,1579579200,1,0.19,13.16,0.59,0.0002,25.64,7.72,10.0,0
1,0,1,0,19.0,0,12,0,37,2.0,0,0,0,2.0,1579496400,1,0.0,13.75,0.56,0.0,27.2,9.23,10.0,0
1,0,1,0,19.0,0,12,4,37,2.0,0,0,0,2.0,1579510800,1,0.05,14.73,0.66,0.0,24.61,6.73,10.0,0
0,1,2,0,19.0,0,12,8,37,2.0,0,0,0,2.0,1579525200,1,0.51,15.03,0.69,0.001,23.78,6.89,10.0,0
1,0,3,0,19.0,0,12,12,37,2.0,0,0,0,2.0,1579539600,1,0.3,16.22,0.57,0.0,29.47,8.23,10.0,2
1,0,4,0,19.0,0,12,16,37,2.0,0,0,0,2.0,1579554000,1,0.3,16.66,0.48,0.0006,34.58,8.45,10.0,1
0,1,1,0,19.0,0,12,20,37,2.0,0,0,0,2.0,1579568400,1,0.48,13.99,0.56,0.0006,27.74,8.01,10.0,0
1,0,1,0,19.0,0,12,23,37,2.0,0,0,0,2.0,1579579200,1,0.2,13.13,0.58,0.0002,25.86,7.75,10.0,0
1,0,1,0,19.0,0,13,0,5,2.0,0,0,0,2.0,1579496400,1,0.0,13.75,0.56,0.0,27.27,9.24,10.0,0
1,0,1,0,19.0,0,13,4,5,2.0,0,0,0,2.0,1579510800,1,0.05,14.56,0.65,0.0,24.67,6.73,10.0,0
0,1,2,0,19.0,0,13,8,5,2.0,0,0,0,2.0,1579525200,1,0.51,14.77,0.68,0.001,23.85,6.93,10.0,0
1,0,3,0,19.0,0,13,12,5,2.0,0,0,0,2.0,1579539600,1,0.3,16.12,0.56,0.0,29.8,8.29,10.0,2
1,0,4,0,19.0,0,13,16,5,2.0,0,0,0,2.0,1579554000,1,0.3,16.51,0.47,0.0006,34.88,8.5,10.0,1
0,1,1,0,19.0,0,13,20,5,2.0,0,0,0,2.0,1579568400,1,0.48,14.06,0.55,0.0006,28.02,8.04,10.0,0
1,0,1,0,19.0,0,13,23,5,2.0,0,0,0,2.0,1579579200,1,0.2,13.14,0.58,0.0002,26.06,7.79,10.0,0
1,0,1,0,19.0,0,14,0,17,2.0,0,0,0,2.0,1579496400,1,0.0,13.75,0.56,0.0,27.33,9.26,10.0,0
1,0,1,0,19.0,0,14,4,17,2.0,0,0,0,2.0,1579510800,1,0.05,14.56,0.65,0.0,24.72,6.74,10.0,0
0,1,2,0,19.0,0,14,8,17,2.0,0,0,0,2.0,1579525200,1,0.52,14.77,0.68,0.0009,23.92,6.94,10.0,0
1,0,3,0,19.0,0,14,12,17,2.0,0,0,0,2.0,1579539600,1,0.3,16.14,0.56,0.0,29.86,8.31,10.0,2
1,0,4,0,19.0,0,14,16,17,2.0,0,0,0,2.0,1579554000,1,0.31,16.49,0.47,0.0006,34.94,8.52,10.0,1
0,1,1,0,19.0,0,14,20,17,2.0,0,0,0,2.0,1579568400,1,0.49,14.08,0.55,0.0006,28.11,8.09,10.0,0
1,0,1,0,19.0,0,14,23,17,2.0,0,0,0,2.0,1579579200,1,0.2,13.16,0.57,0.0002,26.14,7.82,10.0,0
1,0,1,0,,0,15,0,1,,0,0,0,,1579496400,1,0.0,13.74,0.56,0.0,27.4,9.26,10.0,0
1,0,1,0,,0,15,4,1,,0,0,0,,1579510800,1,0.05,14.57,0.65,0.0,24.76,6.73,10.0,0
0,1,2,0,,0,15,8,1,,0,0,0,,1579525200,1,0.51,14.73,0.67,0.0009,24.04,6.98,10.0,0
1,0,3,0,,0,15,12,1,,0,0,0,,1579539600,1,0.3,16.11,0.56,0.0,29.94,8.38,10.0,2
1,0,4,0,,0,15,16,1,,0,0,0,,1579554000,1,0.31,16.44,0.46,0.0006,35.01,8.57,10.0,1
0,1,1,0,,0,15,20,1,,0,0,0,,1579568400,1,0.49,14.09,0.55,0.0006,28.21,8.12,10.0,0
1,0,1,0,,0,15,23,1,,0,0,0,,1579579200,1,0.2,13.17,0.57,0.0002,26.21,7.86,10.0,0
1,0,1,0,19.0,0,16,0,9,2.0,0,0,0,2.0,1579496400,1,0.0,13.76,0.56,0.0,27.45,9.28,10.0,0
1,0,1,0,19.0,0,16,4,9,2.0,0,0,0,2.0,1579510800,1,0.05,14.61,0.65,0.0,24.8,6.73,10.0,0
0,1,2,0,19.0,0,16,8,9,2.0,0,0,0,2.0,1579525200,1,0.52,14.8,0.67,0.0009,24.12,6.99,10.0,0
1,0,3,0,19.0,0,16,12,9,2.0,0,0,0,2.0,1579539600,1,0.3,16.15,0.56,0.0,29.91,8.4,10.0,2
0,1,4,0,19.0,0,16,16,9,2.0,0,0,0,2.0,1579554000,1,0.32,16.45,0.46,0.0006,34.99,8.6,10.0,1
0,1,1,0,19.0,0,16,20,9,2.0,0,0,0,2.0,1579568400,1,0.5,14.07,0.55,0.0006,28.24,8.17,10.0,0
1,0,1,0,19.0,0,16,23,9,2.0,0,0,0,2.0,1579579200,1,0.21,13.18,0.57,0.0002,26.25,7.89,10.0,0
1,0,1,0,19.0,0,17,0,18,2.0,0,0,0,2.0,1579496400,1,0.0,13.77,0.56,0.0,27.47,9.29,10.0,0
1,0,1,0,19.0,0,17,4,18,2.0,0,0,0,2.0,1579510800,1,0.05,14.67,0.65,0.0,24.79,6.74,10.0,0
0,1,2,0,19.0,0,17,8,18,2.0,0,0,0,2.0,1579525200,1,0.52,14.91,0.67,0.0009,24.14,7.03,10.0,0
1,0,3,0,19.0,0,17,12,18,2.0,0,0,0,2.0,1579539600,1,0.3,16.16,0.56,0.0,29.79,8.47,10.0,2
0,1,4,0,19.0,0,17,16,18,2.0,0,0,0,2.0,1579554000,1,0.32,16.46,0.47,0.0006,34.91,8.65,10.0,1
0,1,1,0,19.0,0,17,20,18,2.0,0,0,0,2.0,1579568400,1,0.51,14.02,0.55,0.0006,28.2,8.2,10.0,0
1,0,1,0,19.0,0,17,23,18,2.0,0,0,0,2.0,1579579200,1,0.21,13.17,0.57,0.0002,26.2,7.93,10.0,0
1,0,1,0,19.0,0,18,0,188,2.0,0,0,0,2.0,1579496400,1,0.0,13.64,0.56,0.0,27.44,9.3,10.0,0
1,0,1,0,19.0,0,18,4,188,2.0,0,0,0,2.0,1579510800,1,0.05,14.86,0.66,0.0,24.74,6.75,10.0,0
0,1,2,0,19.0,0,18,8,188,2.0,0,0,0,2.0,1579525200,1,0.52,15.29,0.69,0.0009,24.11,7.03,10.0,0
1,0,3,0,19.0,0,18,12,188,2.0,0,0,0,2.0,1579539600,1,0.31,16.16,0.58,0.0,29.27,8.49,10.0,2
0,1,4,0,19.0,0,18,16,188,2.0,0,0,0,2.0,1579554000,1,0.33,16.5,0.48,0.0006,34.42,8.67,10.0,1
0,1,1,0,19.0,0,18,20,188,2.0,0,0,0,2.0,1579568400,1,0.52,13.98,0.55,0.0006,27.89,8.25,10.0,0
1,0,1,0,19.0,0,18,23,188,2.0,0,0,0,2.0,1579579200,1,0.21,13.27,0.58,0.0002,25.96,7.96,10.0,0
1,0,1,0,19.0,0,20,0,45,2.0,0,0,0,2.0,1579496400,1,0.0,13.36,0.55,0.0,27.36,9.33,10.0,0
1,0,1,0,19.0,0,20,4,45,2.0,0,0,0,2.0,1579510800,1,0.05,14.68,0.65,0.0,24.64,6.76,10.0,0
0,1,2,0,19.0,0,20,8,45,2.0,0,0,0,2.0,1579525200,1,0.53,15.27,0.69,0.0009,24.06,7.08,10.0,0
1,0,3,0,19.0,0,20,12,45,2.0,0,0,0,2.0,1579539600,1,0.31,15.92,0.58,0.0,28.78,8.58,10.0,2
0,1,4,0,19.0,0,20,16,45,2.0,0,0,0,2.0,1579554000,1,0.34,16.08,0.48,0.0005,33.8,9.03,10.0,1
0,1,1,0,19.0,0,20,20,45,2.0,0,0,0,2.0,1579568400,1,0.52,14.25,0.57,0.0006,27.56,8.33,10.0,0
1,0,1,0,19.0,0,20,23,45,2.0,0,0,0,2.0,1579579200,1,0.22,13.1,0.58,0.0002,25.69,8.03,10.0,0
1,0,1,0,19.0,0,21,0,1,2.0,0,0,0,2.0,1579496400,1,0.0,13.66,0.55,0.0,27.52,9.83,10.0,0
1,0,1,0,19.0,0,21,4,1,2.0,0,0,0,2.0,1579510800,1,0.04,14.16,0.65,0.0,24.36,7.16,10.0,0
0,1,2,0,19.0,0,21,8,1,2.0,0,0,0,2.0,1579525200,1,0.57,14.59,0.67,0.0009,24.08,7.76,10.0,0
1,0,3,0,19.0,0,21,12,1,2.0,0,0,0,2.0,1579539600,1,0.31,15.66,0.56,0.0,29.55,9.15,10.0,2
0,1,4,0,19.0,0,21,16,1,2.0,0,0,0,2.0,1579554000,1,0.32,15.72,0.46,0.0006,34.21,9.32,10.0,1
0,1,1,0,19.0,0,21,20,1,2.0,0,0,0,2.0,1579568400,1,0.49,13.71,0.54,0.0004,28.19,8.54,10.0,0
1,0,1,0,19.0,0,21,23,1,2.0,0,0,0,2.0,1579579200,1,0.23,12.86,0.57,0.0,26.12,8.34,10.0,0
1,0,1,0,19.0,0,22,0,3,2.0,0,0,0,2.0,1579496400,1,0.0,13.65,0.56,0.0,27.5,9.86,10.0,0
1,0,1,0,19.0,0,22,4,3,2.0,0,0,0,2.0,1579510800,1,0.04,14.12,0.65,0.0,24.32,7.18,10.0,0
0,1,2,0,19.0,0,22,8,3,2.0,0,0,0,2.0,1579525200,1,0.58,14.57,0.67,0.0009,24.08,7.8,10.0,0
1,0,3,0,19.0,0,22,12,3,2.0,0,0,0,2.0,1579539600,1,0.31,15.63,0.56,0.0,29.52,9.18,10.0,2
0,1,4,0,19.0,0,22,16,3,2.0,0,0,0,2.0,1579554000,1,0.33,15.7,0.46,0.0006,34.17,9.35,10.0,1
0,1,1,0,19.0,0,22,20,3,2.0,0,0,0,2.0,1579568400,1,0.49,13.68,0.54,0.0005,28.17,8.57,10.0,0
1,0,1,0,19.0,0,22,23,3,2.0,0,0,0,2.0,1579579200,1,0.24,12.84,0.57,0.0,26.1,8.38,10.0,0
1,0,1,0,19.0,0,23,0,0,2.0,0,0,0,2.0,1579496400,1,0.0,13.63,0.56,0.0,27.45,9.92,10.0,0
1,0,1,0,19.0,0,23,4,0,2.0,0,0,0,2.0,1579510800,1,0.04,14.01,0.65,0.0,24.24,7.23,10.0,0
0,1,2,0,19.0,0,23,8,0,2.0,0,0,0,2.0,1579525200,1,0.58,14.53,0.67,0.0009,24.04,7.87,10.0,0
1,0,3,0,19.0,0,23,12,0,2.0,0,0,0,2.0,1579539600,1,0.3,15.58,0.56,0.0,29.5,9.24,10.0,2
0,1,4,0,19.0,0,23,16,0,2.0,0,0,0,2.0,1579554000,1,0.32,15.62,0.46,0.0006,34.13,9.41,10.0,1
0,1,1,0,19.0,0,23,20,0,2.0,0,0,0,2.0,1579568400,1,0.49,13.65,0.54,0.0005,28.13,8.57,10.0,0
1,0,1,0,19.0,0,23,23,0,2.0,0,0,0,2.0,1579579200,1,0.23,12.79,0.57,0.0002,26.04,8.39,10.0,0
1,0,1,0,19.0,0,24,0,10,2.0,0,0,0,2.0,1579496400,1,0.0,13.62,0.56,0.0,27.42,9.94,10.0,0
1,0,1,0,19.0,0,24,4,10,2.0,0,0,0,2.0,1579510800,1,0.04,14.01,0.65,0.0,24.18,7.26,10.0,0
0,1,2,0,19.0,0,24,8,10,2.0,0,0,0,2.0,1579525200,1,0.58,14.56,0.67,0.0009,24.02,7.92,10.0,0
1,0,3,0,19.0,0,24,12,10,2.0,0,0,0,2.0,1579539600,1,0.3,15.53,0.56,0.0,29.4,9.27,10.0,2
0,1,4,0,19.0,0,24,16,10,2.0,0,0,0,2.0,1579554000,1,0.32,15.61,0.46,0.0006,34.04,9.43,10.0,1
0,1,1,0,19.0,0,24,20,10,2.0,0,0,0,2.0,1579568400,1,0.49,13.58,0.54,0.0005,28.06,8.6,10.0,0
1,0,1,0,19.0,0,24,23,10,2.0,0,0,0,2.0,1579579200,1,0.24,12.78,0.57,0.0002,25.98,8.45,10.0,0
1,0,1,0,19.0,0,25,0,6,2.0,0,0,0,2.0,1579496400,1,0.0,13.48,0.56,0.0,27.28,10.0,10.0,0
1,0,1,0,19.0,0,25,4,6,2.0,0,0,0,2.0,1579510800,1,0.04,14.14,0.66,0.0,24.01,7.31,10.0,0
0,1,2,0,19.0,0,25,8,6,2.0,0,0,0,2.0,1579525200,1,0.58,14.7,0.68,0.0009,23.88,7.99,10.0,0
1,0,3,0,19.0,0,25,12,6,2.0,0,0,0,2.0,1579539600,1,0.29,15.27,0.56,0.0,28.93,9.33,10.0,2
1,0,4,0,19.0,0,25,16,6,2.0,0,0,0,2.0,1579554000,1,0.31,15.41,0.47,0.0006,33.53,9.49,10.0,1
0,1,1,0,19.0,0,25,20,6,2.0,0,0,0,2.0,1579568400,1,0.48,13.45,0.55,0.0005,27.69,8.6,10.0,0
1,0,1,0,19.0,0,25,23,6,2.0,0,0,0,2.0,1579579200,1,0.23,12.89,0.58,0.0002,25.66,8.46,10.0,0
1,0,1,0,19.0,0,26,0,2,2.0,0,0,0,2.0,1579496400,1,0.0,13.4,0.56,0.0,27.21,10.02,10.0,0
1,0,1,0,19.0,0,26,4,2,2.0,0,0,0,2.0,1579510800,1,0.04,14.1,0.66,0.0,23.93,7.33,10.0,0
0,1,2,0,19.0,0,26,8,2,2.0,0,0,0,2.0,1579525200,1,0.59,14.68,0.68,0.0009,23.82,8.04,10.0,0
1,0,3,0,19.0,0,26,12,2,2.0,0,0,0,2.0,1579539600,1,0.29,15.12,0.56,0.0,28.77,9.37,10.0,2
1,0,4,0,19.0,0,26,16,2,2.0,0,0,0,2.0,1579554000,1,0.31,15.28,0.47,0.0006,33.33,9.51,10.0,1
0,1,1,0,19.0,0,26,20,2,2.0,0,0,0,2.0,1579568400,1,0.48,13.46,0.55,0.0005,27.55,8.63,10.0,0
1,0,1,0,19.0,0,26,23,2,2.0,0,0,0,2.0,1579579200,1,0.23,12.86,0.58,0.0002,25.54,8.53,10.0,0
1,0,1,0,,0,27,0,1,,0,0,0,,1579496400,1,0.0,12.8,0.57,0.0,25.83,9.06,10.0,0
1,0,1,0,,0,27,4,1,,0,0,0,,1579510800,1,0.04,14.22,0.67,0.0,23.66,6.62,10.0,0
0,1,2,0,,0,27,8,1,,0,0,0,,1579525200,1,0.43,14.33,0.71,0.001,22.38,6.45,10.0,0
1,0,3,0,,0,27,12,1,,0,0,0,,1579539600,1,0.31,14.96,0.6,0.0,27.14,7.38,10.0,2
1,0,4,0,,0,27,16,1,,0,0,0,,1579554000,1,0.2,15.3,0.51,0.0006,31.49,7.74,10.0,1
0,1,1,0,,0,27,20,1,,0,0,0,,1579568400,1,0.37,13.75,0.62,0.0006,24.95,7.24,10.0,0
1,0,1,0,,0,27,23,1,,0,0,0,,1579579200,1,0.17,12.21,0.61,0.0002,23.84,7.02,10.0,0
1,0,1,0,11.0,0,28,0,125,4.0,0,0,0,2.0,1579496400,1,0.0,13.51,0.57,0.0,26.66,9.16,10.0,0
1,0,1,0,11.0,0,28,4,125,4.0,0,0,0,2.0,1579510800,1,0.04,14.78,0.67,0.0,24.22,6.68,10.0,0
0,1,2,0,11.0,0,28,8,125,4.0,0,0,0,2.0,1579525200,1,0.46,15.05,0.71,0.0009,23.17,6.64,10.0,0
1,0,3,0,11.0,0,28,12,125,4.0,0,0,0,2.0,1579539600,1,0.3,16.02,0.59,0.0,28.53,7.75,10.0,2
1,0,4,0,11.0,0,28,16,125,4.0,0,0,0,2.0,1579554000,1,0.25,16.6,0.5,0.0007,33.43,8.05,10.0,1
0,1,1,0,11.0,0,28,20,125,4.0,0,0,0,2.0,1579568400,1,0.42,14.11,0.59,0.0006,26.57,7.61,10.0,0
1,0,1,0,11.0,0,28,23,125,4.0,0,0,0,2.0,1579579200,1,0.19,13.03,0.6,0.0002,25.03,7.36,10.0,0
1,0,1,0,19.0,0,29,0,7,1.0,0,0,0,3.0,1579496400,1,0.0,13.69,0.57,0.0,26.81,9.15,10.0,0
1,0,1,0,19.0,0,29,4,7,1.0,0,0,0,3.0,1579510800,1,0.04,14.5,0.66,0.0,24.34,6.68,10.0,0
0,1,2,0,19.0,0,29,8,7,1.0,0,0,0,3.0,1579525200,1,0.47,14.63,0.69,0.0009,23.36,6.67,10.0,0
1,0,3,0,19.0,0,29,12,7,1.0,0,0,0,3.0,1579539600,1,0.3,16.13,0.57,0.0,29.54,7.82,10.0,2
